t,cuvslam_x,cuvslam_y,cuvslam_th_deg,cuvslam_straight,cuvslam_path,cuvslam_hz,wheels_x,wheels_y,wheels_th_deg,wheels_straight,wheels_path,wheels_hz,gyro_x,gyro_y,gyro_th_deg,gyro_straight,gyro_path,gyro_hz,FUSED_x,FUSED_y,FUSED_th_deg,FUSED_straight,FUSED_path,FUSED_hz,roll_deg,pitch_deg,landmarks,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,velL,velR,tick_LF,tick_LR,tick_RF,tick_RR
0.27,0.00017,0.00025,-0.009,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99,0.1858,0.0808,9.7468,-0.00313,0.00067,0.00193,0.0,0.0,6184,6097,5946,5950
0.52,0.00022,0.00037,-0.012,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99,0.2433,0.0395,9.7181,-0.00073,-0.0012,-0.00766,0.0,0.0,6184,6097,5946,5950
0.77,0.00035,0.00037,-0.014,0.00051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99,0.1912,0.1724,9.7576,-0.00613,0.00246,0.00273,0.0,0.0,6184,6097,5946,5950
1.02,0.00041,0.00015,-0.003,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99,0.1706,0.0611,9.7728,-0.00566,0.00073,0.0034,0.0,0.0,6184,6097,5946,5950
1.271,0.00041,0.00015,-0.003,0.00044,0.0,29.99,0.0,0.0,0.0,0.0,0.0,21.99,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,165,0.1975,0.0575,9.7486,-0.00453,0.00246,0.00499,0.0,0.0,6184,6097,5946,5950
1.52,0.00041,0.00015,-0.003,0.00044,0.0,29.99,0.0,0.0,0.0,0.0,0.0,21.99,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,165,0.1715,0.1284,9.7621,-0.00293,0.00027,-0.00053,0.0,0.0,6184,6097,5946,5950
1.77,0.00041,0.00015,-0.003,0.00044,0.0,29.99,0.0,0.0,0.0,0.0,0.0,21.99,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,165,0.1697,0.0682,9.7208,-0.00513,-0.00426,0.00499,0.0,0.0,6184,6097,5946,5950
2.02,0.00041,0.00015,-0.003,0.00044,0.0,29.99,0.0,0.0,0.0,0.0,0.0,21.99,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,165,0.1876,0.088,9.7809,-0.0032,0.00033,0.00433,0.0,0.0,6184,6097,5946,5950
2.27,0.00041,0.00015,-0.003,0.00044,0.0,29.99,0.0,0.0,0.0,0.0,0.0,21.99,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,155,0.2218,0.0691,9.6983,-0.00393,-0.0016,0.00153,0.0,0.0,6184,6097,5946,5950
2.52,0.00041,0.00015,-0.003,0.00044,0.0,30.4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,201.62,0.0,0.0,0.0,0.0,0.0,0.0,,,155,0.1526,0.0808,9.7396,-0.003,-0.001,0.0028,0.0,0.0,6184,6097,5946,5950
2.77,0.00041,0.00015,-0.003,0.00044,0.0,30.4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,201.62,0.0,0.0,0.0,0.0,0.0,0.0,,,155,0.2397,0.0332,9.7594,-0.00166,-0.00173,-0.00073,0.0,0.0,6184,6097,5946,5950
3.02,0.00041,0.00015,-0.003,0.00044,0.0,30.4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,201.62,0.0,0.0,0.0,0.0,0.0,0.0,,,155,0.2137,0.0377,9.7441,-0.00419,0.00107,0.0,0.0,0.0,6184,6097,5946,5950
3.27,0.00041,0.00015,-0.003,0.00044,0.0,30.4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,201.62,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.1365,0.1329,9.745,0.00439,-0.0012,-0.00273,0.0,0.0,6184,6097,5946,5950
3.52,0.00041,0.00015,-0.003,0.00044,0.0,30.4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,201.62,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.2469,0.0584,9.7432,-0.00313,-0.0028,-0.00173,0.0,0.0,6184,6097,5946,5950
3.771,0.00041,0.00015,-0.003,0.00044,0.0,29.58,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,199.06,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.1706,0.1383,9.7226,-0.00193,0.0,0.00633,0.0,0.0,6184,6097,5946,5950
4.021,0.00041,0.00015,-0.003,0.00044,0.0,29.58,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,199.06,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.1535,0.123,9.7405,-0.00373,-0.0026,0.00206,0.0,0.0,6184,6097,5946,5950
4.271,0.00041,0.00015,-0.003,0.00044,0.0,29.58,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,199.06,0.0,0.0,0.0,0.0,0.0,0.0,,,148,0.2334,0.1006,9.745,-0.00273,0.00113,0.00333,0.0,0.0,6184,6097,5946,5950
4.52,0.00041,0.00015,-0.003,0.00044,0.0,29.58,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,199.06,0.0,0.0,0.0,0.0,0.0,0.0,,,148,0.1966,0.1077,9.7728,-0.00479,-0.00166,-0.0012,0.0,0.0,6184,6097,5946,5950
