t,cuvslam_x,cuvslam_y,cuvslam_th_deg,cuvslam_straight,cuvslam_path,cuvslam_hz,wheels_x,wheels_y,wheels_th_deg,wheels_straight,wheels_path,wheels_hz,gyro_x,gyro_y,gyro_th_deg,gyro_straight,gyro_path,gyro_hz,FUSED_x,FUSED_y,FUSED_th_deg,FUSED_straight,FUSED_path,FUSED_hz,roll_deg,pitch_deg,landmarks,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,velL,velR,tick_LF,tick_LR,tick_RF,tick_RR
0.271,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6305,6192,5947,5947
0.521,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6305,6192,5947,5947
0.771,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6305,6192,5947,5947
1.021,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6305,6192,5947,5947
1.271,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6305,6192,5947,5947
1.521,0.0,-0.0,-0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.1535,0.1275,9.7369,0.00067,0.00173,-0.00127,0.0,0.0,6305,6192,5947,5947
1.771,0.0,-0.0,-0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,,,151,0.1535,0.1275,9.7369,0.00067,0.00173,-0.00127,0.0,0.0,6305,6192,5947,5947
2.021,0.0,-0.0,-0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,,,148,0.22,0.0278,9.7055,-0.0016,7e-05,0.00346,0.0,0.0,6305,6192,5947,5947
2.271,0.0,-0.0,-0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,,,148,0.1921,0.1095,9.8052,-0.0036,-0.00107,0.0008,0.0,0.0,6305,6192,5947,5947
2.521,0.0,-0.0,-0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,,,142,0.158,0.1006,9.7477,-0.0022,-0.00266,0.001,0.0,0.0,6305,6192,5947,5947
2.771,0.0,-0.0,-0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,160.01,0.0,0.0,0.0,0.0,0.0,0.0,,,142,0.2137,0.0799,9.7127,-0.00286,-0.0028,0.00419,0.0,0.0,6305,6192,5947,5947
3.021,0.0,-0.0,-0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,160.01,0.0,0.0,0.0,0.0,0.0,0.0,,,142,0.2182,0.0611,9.675,-0.00439,-0.0002,0.00047,0.0,0.0,6305,6192,5947,5947
3.271,0.0,-0.0,-0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,160.01,0.0,0.0,0.0,0.0,0.0,0.0,,,142,0.1643,0.1032,9.7199,-0.00146,0.00193,-0.00093,0.0,0.0,6305,6192,5947,5947
3.521,0.0,-0.0,-0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,160.01,0.0,0.0,0.0,0.0,0.0,0.0,,,137,0.1858,0.1293,9.7369,-0.00246,-0.001,0.00206,0.0,0.0,6305,6192,5947,5947
