t,cuvslam_x,cuvslam_y,cuvslam_th_deg,cuvslam_straight,cuvslam_path,cuvslam_hz,wheels_x,wheels_y,wheels_th_deg,wheels_straight,wheels_path,wheels_hz,gyro_x,gyro_y,gyro_th_deg,gyro_straight,gyro_path,gyro_hz,FUSED_x,FUSED_y,FUSED_th_deg,FUSED_straight,FUSED_path,FUSED_hz,roll_deg,pitch_deg,landmarks,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,velL,velR,tick_LF,tick_LR,tick_RF,tick_RR
0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43052,-8962,106338,94966
0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,0.1688,0.1365,9.7181,-0.0032,-7e-05,0.00479,0.0,0.0,-43052,-8962,106338,94966
0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,0.2505,0.123,9.7351,-0.00306,-0.00133,0.00666,0.0,0.0,-43052,-8962,106338,94966
1.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,0.2227,0.1212,9.7028,-0.00047,0.00253,-0.00087,0.0,0.0,-43052,-8962,106338,94966
1.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,122.97,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,0.2227,0.1212,9.7028,-0.00047,0.00253,-0.00087,0.0,0.0,-43052,-8962,106338,94966
1.519,-4e-05,0.00024,-0.013,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,122.97,0.0,0.0,0.0,0.0,0.0,0.0,,,50,0.2011,0.1499,9.7477,-0.0026,-0.00293,0.00173,0.0,0.0,-43052,-8962,106338,94966
1.769,-0.00016,0.00027,-0.014,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,122.97,0.0,0.0,0.0,0.0,0.0,0.0,,,50,0.2469,0.1517,9.7163,-0.00419,0.00067,0.00127,0.0,0.0,-43052,-8962,106338,94966
2.019,-0.00044,0.0001,-0.004,0.00045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,122.97,0.0,0.0,0.0,0.0,0.0,0.0,,,50,0.2595,0.053,9.7208,-0.001,0.002,0.00053,0.0,0.0,-43052,-8962,106338,94966
2.269,-0.00044,0.0001,-0.004,0.00045,0.0,27.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,153.99,0.0,0.0,0.0,0.0,0.0,0.0,,,50,0.2191,0.0817,9.7082,-0.0006,-0.00313,0.0036,0.0,0.0,-43052,-8962,106338,94966
2.519,-0.00042,-0.00016,0.007,0.00045,0.0,27.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,153.99,0.0,0.0,0.0,0.0,0.0,0.0,,,48,0.2307,0.0628,9.7037,-0.00519,-0.00393,0.00419,0.0,0.0,-43052,-8962,106338,94966
2.769,-0.0007,-0.00028,0.019,0.00075,0.0,27.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,153.99,0.0,0.0,0.0,0.0,0.0,0.0,,,48,0.2379,0.1248,9.7603,0.00027,-0.00093,0.001,0.0,0.0,-43052,-8962,106338,94966
3.019,-0.00035,-0.00043,0.02,0.00055,0.0,27.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,153.99,0.0,0.0,0.0,0.0,0.0,0.0,,,48,0.1966,0.1185,9.7953,-0.00426,-0.00386,0.00566,0.0,0.0,-43052,-8962,106338,94966
3.269,-0.0002,-0.00023,0.009,0.00031,0.0,27.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,153.99,0.0,0.0,0.0,0.0,0.0,0.0,,,48,0.1661,0.1149,9.7683,-0.00712,-0.00067,-0.00173,0.0,0.0,-43052,-8962,106338,94966
3.52,-0.00028,7e-05,0.001,0.00029,0.0,30.39,0.0,0.0,0.0,0.0,0.0,22.39,0.0,0.0,0.0,0.0,0.0,187.94,0.0,0.0,0.0,0.0,0.0,0.0,,,46,0.2056,0.1401,9.7567,-0.00353,-0.00087,0.00686,0.0,0.0,-43052,-8962,106338,94966
