t,cuvslam_x,cuvslam_y,cuvslam_th_deg,cuvslam_straight,cuvslam_path,cuvslam_hz,wheels_x,wheels_y,wheels_th_deg,wheels_straight,wheels_path,wheels_hz,gyro_x,gyro_y,gyro_th_deg,gyro_straight,gyro_path,gyro_hz,FUSED_x,FUSED_y,FUSED_th_deg,FUSED_straight,FUSED_path,FUSED_hz
10.531,0.00239,-0.00048,-0.005,0.00244,0.0,30.42,0.00112,0.0,0.017,0.00112,0.0,19.21,0.0,0.0,-0.024,0.0,0.0,201.71,0.00239,-0.00048,-0.028,0.00244,0.0,30.42
10.781,0.00533,-2e-05,0.021,0.00533,0.00533,29.6,0.00364,0.0,0.142,0.00364,0.0,20.0,0.0,0.0,0.031,0.0,0.0,199.17,0.00533,-2e-05,0.032,0.00533,0.00533,29.6
11.031,0.01044,-0.00027,0.039,0.01044,0.01045,29.6,0.00851,2e-05,0.118,0.00851,0.0057,20.0,0.0,0.0,0.058,0.0,0.0,199.17,0.01044,-0.00027,0.055,0.01044,0.01045,29.6
11.282,0.01905,-0.00026,0.074,0.01906,0.01631,29.6,0.01939,3e-05,0.128,0.01939,0.01699,20.0,0.0,0.0,0.062,0.0,0.0,199.17,0.01905,-0.00026,0.071,0.01905,0.01631,29.6
11.531,0.03324,-0.00039,0.105,0.03324,0.03325,29.6,0.0339,6e-05,0.092,0.0339,0.0339,20.0,0.0,0.0,0.077,0.0,0.0,199.17,0.03324,-0.0004,0.074,0.03324,0.03325,29.6
11.782,0.04698,-0.00055,0.123,0.04698,0.04505,29.99,0.04907,0.00011,0.291,0.04907,0.04593,18.0,0.0,0.0,0.181,0.0,0.0,199.96,0.04698,-0.00056,0.172,0.04698,0.04505,29.99
12.031,0.06386,-0.00089,0.264,0.06387,0.06393,29.99,0.06513,0.00026,0.67,0.06513,0.06513,18.0,0.0,0.0,0.356,0.0,0.0,199.96,0.06386,-0.00088,0.35,0.06386,0.06393,29.99
12.282,0.07574,-0.0011,0.488,0.07575,0.07582,29.99,0.07718,0.00041,0.816,0.07718,0.07718,18.0,0.0,0.0,0.558,0.0,0.0,199.96,0.07574,-0.00106,0.555,0.07575,0.07582,29.99
12.531,0.09012,-0.00129,0.656,0.09013,0.08634,29.99,0.09169,0.00063,0.913,0.09169,0.09144,18.0,0.0,0.0,0.675,0.0,0.0,199.96,0.09012,-0.00124,0.669,0.09013,0.08634,29.99
12.782,0.10454,-0.00106,0.777,0.10454,0.10463,30.0,0.10692,0.00089,0.969,0.10692,0.10692,19.0,0.0,0.0,0.763,0.0,0.0,200.97,0.10454,-0.00101,0.747,0.10454,0.10463,30.0
13.031,0.12154,-0.00119,0.847,0.12154,0.11724,30.0,0.12068,0.00115,1.09,0.12068,0.12069,19.0,0.0,0.0,0.813,0.0,0.0,200.97,0.12154,-0.00115,0.813,0.12154,0.11724,30.0
13.282,0.13736,-0.00127,0.932,0.13737,0.13746,30.0,0.13755,0.00151,1.301,0.13756,0.1344,19.0,0.0,0.0,0.903,0.0,0.0,200.97,0.13736,-0.00124,0.897,0.13737,0.13746,30.0
13.531,0.15493,-0.00158,1.064,0.15494,0.15068,30.0,0.15595,0.00197,1.559,0.15596,0.15597,19.0,0.0,0.0,0.989,0.0,0.0,200.97,0.15493,-0.00157,0.984,0.15494,0.15068,30.0
13.781,0.16996,-0.00129,1.166,0.16997,0.16564,30.0,0.17276,0.00248,1.846,0.17278,0.16875,19.0,0.0,0.0,1.098,0.0,0.0,200.97,0.16996,-0.0013,1.104,0.16997,0.16564,30.0
14.031,0.18926,-0.00161,1.263,0.18926,0.18671,29.61,0.19182,0.00313,2.037,0.19185,0.18972,20.01,0.0,0.0,1.191,0.0,0.0,201.7,0.18925,-0.00163,1.189,0.18926,0.18671,29.61
14.281,0.20776,-0.00129,1.308,0.20776,0.20793,29.61,0.21128,0.00387,2.211,0.21132,0.20775,20.01,0.0,0.0,1.226,0.0,0.0,201.7,0.20775,-0.00134,1.218,0.20776,0.20792,29.61
14.532,0.22953,-0.00151,1.379,0.22953,0.22971,29.61,0.23326,0.00475,2.365,0.2333,0.23332,20.01,0.0,0.0,1.284,0.0,0.0,201.7,0.22953,-0.00159,1.281,0.22953,0.22971,29.61
14.781,0.25081,-0.00073,1.414,0.25082,0.24789,29.61,0.25388,0.00563,2.476,0.25394,0.24946,20.01,0.0,0.0,1.361,0.0,0.0,201.7,0.25081,-0.00084,1.354,0.25081,0.24789,29.61
15.031,0.27522,-0.00053,1.546,0.27522,0.27238,30.0,0.2773,0.00669,2.706,0.27738,0.27285,18.0,0.0,0.0,1.45,0.0,0.0,200.0,0.27521,-0.00066,1.452,0.27521,0.27238,30.0
15.282,0.295,-0.00032,1.581,0.295,0.29522,30.0,0.29825,0.00772,2.853,0.29835,0.29456,18.0,0.0,0.0,1.538,0.0,0.0,200.0,0.295,-0.00047,1.51,0.295,0.29522,30.0
15.531,0.31247,0.00025,1.446,0.31247,0.30924,30.0,0.3141,0.0085,2.741,0.31421,0.31421,18.0,0.0,0.0,1.486,0.0,0.0,200.0,0.31247,8e-05,1.487,0.31247,0.30924,30.0
15.781,0.32306,0.00063,1.341,0.32306,0.32038,30.0,0.32287,0.00891,2.559,0.32299,0.32103,18.0,0.0,0.0,1.456,0.0,0.0,200.0,0.32306,0.00048,1.465,0.32306,0.32038,30.0
16.031,0.33434,0.00084,1.324,0.33434,0.33163,30.0,0.33557,0.00948,2.568,0.3357,0.33356,20.0,0.0,0.0,1.497,0.0,0.0,199.98,0.33434,0.00072,1.495,0.33434,0.33163,30.0
16.281,0.34691,0.00097,1.621,0.34691,0.34318,30.0,0.34919,0.01011,2.868,0.34934,0.34632,20.0,0.0,0.0,1.742,0.0,0.0,199.98,0.3469,0.0009,1.749,0.34691,0.34318,30.0
16.532,0.3637,0.00109,1.68,0.3637,0.36214,30.0,0.36529,0.01091,2.758,0.36545,0.3655,20.0,0.0,0.0,1.608,0.0,0.0,199.98,0.36369,0.001,1.621,0.3637,0.36214,30.0
16.781,0.37457,0.00085,1.575,0.37457,0.37319,30.0,0.37739,0.01147,2.664,0.37757,0.3728,20.0,0.0,0.0,1.416,0.0,0.0,199.98,0.37456,0.00073,1.437,0.37456,0.37318,30.0
17.031,0.39483,0.00093,1.349,0.39483,0.39515,30.0,0.39786,0.0124,2.508,0.39805,0.396,20.0,0.0,0.0,1.208,0.0,0.0,199.98,0.39483,0.00077,1.216,0.39483,0.39514,30.0
17.281,0.41891,0.00021,0.905,0.41891,0.41598,29.6,0.42228,0.0134,2.205,0.42249,0.41865,20.0,0.0,0.0,0.526,0.0,0.0,199.98,0.41891,-9e-05,0.597,0.41891,0.41598,29.6
17.531,0.44496,0.00032,0.023,0.44496,0.44197,29.6,0.44599,0.01423,1.762,0.44622,0.44138,20.0,0.0,0.0,-0.313,0.0,0.0,199.98,0.44495,-0.00016,-0.279,0.44495,0.44197,29.6
17.781,0.46944,-0.00032,-1.051,0.46944,0.46988,29.6,0.47054,0.0148,0.975,0.47077,0.47083,20.0,0.0,0.0,-1.522,0.0,0.0,199.98,0.46942,-0.00103,-1.438,0.46942,0.46988,29.6
18.031,0.49474,-0.00122,-2.088,0.49474,0.49522,29.6,0.49311,0.01502,0.25,0.49334,0.49003,20.0,0.0,0.0,-2.524,0.0,0.0,199.98,0.49471,-0.00218,-2.51,0.49472,0.49522,29.6
18.282,0.51791,-0.00304,-2.833,0.51791,0.51516,29.99,0.51719,0.01495,-0.431,0.5174,0.51311,19.99,0.0,0.0,-3.505,0.0,0.0,200.9,0.51786,-0.00424,-3.388,0.51788,0.51515,29.99
18.531,0.54407,-0.00573,-3.698,0.5441,0.54161,29.99,0.54277,0.01454,-1.207,0.54296,0.54145,19.99,0.0,0.0,-4.303,0.0,0.0,200.9,0.544,-0.00721,-4.288,0.54404,0.54161,29.99
18.782,0.56398,-0.00722,-4.258,0.56402,0.5649,29.99,0.55759,0.01419,-1.444,0.55777,0.55789,19.99,0.0,0.0,-4.91,0.0,0.0,200.9,0.56388,-0.00893,-4.857,0.56395,0.5649,29.99
19.032,0.58175,-0.00918,-4.806,0.58182,0.58279,29.99,0.57828,0.01355,-2.06,0.57844,0.57859,19.99,0.0,0.0,-5.407,0.0,0.0,200.9,0.58163,-0.0111,-5.399,0.58174,0.58279,29.99
19.281,0.59213,-0.00971,-4.978,0.59221,0.58858,29.99,0.58808,0.01316,-2.319,0.58823,0.58388,19.99,0.0,0.0,-5.507,0.0,0.0,200.9,0.592,-0.01174,-5.521,0.59212,0.58857,29.99
19.531,0.59399,-0.0105,-4.863,0.59409,0.59391,30.42,0.58975,0.0131,-2.225,0.5899,0.58927,20.01,0.0,0.0,-5.43,0.0,0.0,200.92,0.59386,-0.01255,-5.443,0.59399,0.59391,30.42
19.781,0.59372,-0.01022,-4.822,0.59381,0.59391,30.42,0.58975,0.0131,-2.225,0.5899,0.58927,20.01,0.0,0.0,-5.359,0.0,0.0,200.92,0.59359,-0.01227,-5.354,0.59372,0.59391,30.42
20.031,0.59369,-0.01016,-4.815,0.59378,0.59391,30.42,0.58975,0.0131,-2.225,0.5899,0.58927,20.01,0.0,0.0,-5.337,0.0,0.0,200.92,0.59356,-0.01221,-5.337,0.59369,0.59391,30.42
20.282,0.59364,-0.0101,-4.816,0.59373,0.59391,30.42,0.58975,0.0131,-2.225,0.5899,0.58927,20.01,0.0,0.0,-5.341,0.0,0.0,200.92,0.59351,-0.01214,-5.341,0.59363,0.59391,30.42
20.531,0.59394,-0.00979,-4.822,0.59402,0.59391,30.0,0.58975,0.0131,-2.225,0.5899,0.58927,20.0,0.0,0.0,-5.355,0.0,0.0,199.99,0.59381,-0.01184,-5.355,0.59393,0.59391,30.0
20.781,0.59435,-0.00946,-4.824,0.59443,0.59391,30.0,0.58975,0.0131,-2.225,0.5899,0.58927,20.0,0.0,0.0,-5.365,0.0,0.0,199.99,0.59423,-0.01152,-5.361,0.59434,0.59391,30.0
21.031,0.59448,-0.0094,-4.824,0.59455,0.59391,30.0,0.58975,0.0131,-2.225,0.5899,0.58927,20.0,0.0,0.0,-5.358,0.0,0.0,199.99,0.59435,-0.01145,-5.357,0.59446,0.59391,30.0
21.281,0.59447,-0.00934,-4.818,0.59454,0.59391,30.0,0.58975,0.0131,-2.225,0.5899,0.58927,20.0,0.0,0.0,-5.359,0.0,0.0,199.99,0.59435,-0.0114,-5.358,0.59446,0.59391,30.0
21.531,0.59452,-0.00935,-4.81,0.5946,0.59391,29.99,0.58975,0.0131,-2.225,0.5899,0.58927,15.0,0.0,0.0,-5.359,0.0,0.0,200.96,0.5944,-0.01141,-5.356,0.59451,0.59391,29.99
21.781,0.59457,-0.00932,-4.809,0.59464,0.59391,29.99,0.58975,0.0131,-2.225,0.5899,0.58927,15.0,0.0,0.0,-5.347,0.0,0.0,200.96,0.59445,-0.01138,-5.348,0.59456,0.59391,29.99
22.031,0.59457,-0.00932,-4.809,0.59464,0.59391,29.99,0.58975,0.0131,-2.225,0.5899,0.58927,15.0,0.0,0.0,-5.337,0.0,0.0,200.96,0.59445,-0.01138,-5.337,0.59456,0.59391,29.99
22.281,0.59457,-0.00932,-4.809,0.59464,0.59391,29.99,0.58975,0.0131,-2.225,0.5899,0.58927,15.0,0.0,0.0,-5.353,0.0,0.0,200.96,0.59445,-0.01138,-5.352,0.59456,0.59391,29.99
22.531,0.59457,-0.00932,-4.809,0.59464,0.59391,29.99,0.58975,0.0131,-2.225,0.5899,0.58927,15.0,0.0,0.0,-5.359,0.0,0.0,200.96,0.59445,-0.01138,-5.358,0.59456,0.59391,29.99
22.782,0.59457,-0.00932,-4.809,0.59464,0.59391,29.59,0.58975,0.0131,-2.225,0.5899,0.58927,17.59,0.0,0.0,-5.362,0.0,0.0,199.14,0.59445,-0.01138,-5.359,0.59456,0.59391,29.59
23.031,0.59457,-0.00932,-4.809,0.59464,0.59391,29.59,0.58975,0.0131,-2.225,0.5899,0.58927,17.59,0.0,0.0,-5.359,0.0,0.0,199.14,0.59445,-0.01138,-5.357,0.59456,0.59391,29.59
23.282,0.59457,-0.00932,-4.809,0.59464,0.59391,29.59,0.58975,0.0131,-2.225,0.5899,0.58927,17.59,0.0,0.0,-5.342,0.0,0.0,199.14,0.59445,-0.01138,-5.343,0.59456,0.59391,29.59
23.531,0.59457,-0.00932,-4.809,0.59464,0.59391,29.59,0.58975,0.0131,-2.225,0.5899,0.58927,17.59,0.0,0.0,-5.341,0.0,0.0,199.14,0.59445,-0.01138,-5.341,0.59456,0.59391,29.59
23.781,0.59457,-0.00932,-4.809,0.59464,0.59391,29.59,0.58975,0.0131,-2.225,0.5899,0.58927,17.59,0.0,0.0,-5.343,0.0,0.0,199.14,0.59445,-0.01138,-5.343,0.59456,0.59391,29.59
24.031,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,14.4,0.0,0.0,-5.341,0.0,0.0,200.85,0.59445,-0.01138,-5.341,0.59456,0.59391,30.41
24.281,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,14.4,0.0,0.0,-5.34,0.0,0.0,200.85,0.59445,-0.01138,-5.338,0.59456,0.59391,30.41
24.531,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,14.4,0.0,0.0,-5.349,0.0,0.0,200.85,0.59445,-0.01138,-5.346,0.59456,0.59391,30.41
24.782,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,14.4,0.0,0.0,-5.346,0.0,0.0,200.85,0.59445,-0.01138,-5.343,0.59456,0.59391,30.41
25.031,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,14.4,0.0,0.0,-5.341,0.0,0.0,200.85,0.59445,-0.01138,-5.341,0.59456,0.59391,30.41
25.281,0.59457,-0.00932,-4.809,0.59464,0.59391,29.61,0.58975,0.0131,-2.225,0.5899,0.58927,2.4,0.0,0.0,-5.35,0.0,0.0,200.04,0.59445,-0.01138,-5.351,0.59456,0.59391,29.61
25.531,0.59457,-0.00932,-4.809,0.59464,0.59391,29.61,0.58975,0.0131,-2.225,0.5899,0.58927,2.4,0.0,0.0,-5.349,0.0,0.0,200.04,0.59445,-0.01138,-5.346,0.59456,0.59391,29.61
25.782,0.59457,-0.00932,-4.809,0.59464,0.59391,29.61,0.58975,0.0131,-2.225,0.5899,0.58927,2.4,0.0,0.0,-5.349,0.0,0.0,200.04,0.59445,-0.01138,-5.346,0.59456,0.59391,29.61
26.031,0.59457,-0.00932,-4.809,0.59464,0.59391,29.61,0.58975,0.0131,-2.225,0.5899,0.58927,2.4,0.0,0.0,-5.359,0.0,0.0,200.04,0.59445,-0.01138,-5.358,0.59456,0.59391,29.61
26.281,0.59457,-0.00932,-4.809,0.59464,0.59391,27.99,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.35,0.0,0.0,201.95,0.59445,-0.01138,-5.352,0.59456,0.59391,27.99
26.531,0.59457,-0.00932,-4.809,0.59464,0.59391,27.99,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.351,0.0,0.0,201.95,0.59445,-0.01138,-5.352,0.59456,0.59391,27.99
26.782,0.59457,-0.00932,-4.809,0.59464,0.59391,27.99,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.355,0.0,0.0,201.95,0.59445,-0.01138,-5.35,0.59456,0.59391,27.99
27.031,0.59457,-0.00932,-4.809,0.59464,0.59391,27.99,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.35,0.0,0.0,201.95,0.59445,-0.01138,-5.349,0.59456,0.59391,27.99
27.281,0.59457,-0.00932,-4.809,0.59464,0.59391,27.99,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.347,0.0,0.0,201.95,0.59445,-0.01138,-5.347,0.59456,0.59391,27.99
27.531,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.345,0.0,0.0,200.04,0.59445,-0.01138,-5.345,0.59456,0.59391,30.41
27.781,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.36,0.0,0.0,200.04,0.59445,-0.01138,-5.357,0.59456,0.59391,30.41
28.031,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.354,0.0,0.0,200.04,0.59445,-0.01138,-5.356,0.59456,0.59391,30.41
28.281,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.36,0.0,0.0,200.04,0.59445,-0.01138,-5.357,0.59456,0.59391,30.41
28.531,0.59457,-0.00932,-4.809,0.59464,0.59391,30.41,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.352,0.0,0.0,200.04,0.59445,-0.01138,-5.353,0.59456,0.59391,30.41
28.782,0.59457,-0.00932,-4.809,0.59464,0.59391,29.59,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.353,0.0,0.0,199.94,0.59445,-0.01138,-5.347,0.59456,0.59391,29.59
29.031,0.59457,-0.00932,-4.809,0.59464,0.59391,29.59,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.367,0.0,0.0,199.94,0.59445,-0.01138,-5.367,0.59456,0.59391,29.59
29.281,0.59457,-0.00932,-4.809,0.59464,0.59391,29.59,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.377,0.0,0.0,199.94,0.59445,-0.01138,-5.372,0.59456,0.59391,29.59
29.532,0.59457,-0.00932,-4.809,0.59464,0.59391,29.59,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.375,0.0,0.0,199.94,0.59445,-0.01138,-5.373,0.59456,0.59391,29.59
29.782,0.59457,-0.00932,-4.809,0.59464,0.59391,30.0,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.378,0.0,0.0,199.97,0.59445,-0.01138,-5.379,0.59456,0.59391,30.0
30.031,0.59457,-0.00932,-4.809,0.59464,0.59391,30.0,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.379,0.0,0.0,199.97,0.59445,-0.01138,-5.379,0.59456,0.59391,30.0
30.282,0.59457,-0.00932,-4.809,0.59464,0.59391,30.0,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.384,0.0,0.0,199.97,0.59445,-0.01138,-5.385,0.59456,0.59391,30.0
30.531,0.59457,-0.00932,-4.809,0.59464,0.59391,30.0,0.58975,0.0131,-2.225,0.5899,0.58927,0.0,0.0,0.0,-5.39,0.0,0.0,199.97,0.59445,-0.01138,-5.392,0.59456,0.59391,30.0
