t,cuvslam_x,cuvslam_y,cuvslam_th_deg,cuvslam_straight,cuvslam_path,cuvslam_hz,wheels_x,wheels_y,wheels_th_deg,wheels_straight,wheels_path,wheels_hz,gyro_x,gyro_y,gyro_th_deg,gyro_straight,gyro_path,gyro_hz,FUSED_x,FUSED_y,FUSED_th_deg,FUSED_straight,FUSED_path,FUSED_hz
4.85,0.00019,-0.0005,0.034,0.00054,0.0,26.43,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,200.2,0.0,0.0,0.0,0.0,0.0,0.0
5.101,0.00019,-0.00041,0.026,0.00045,0.0,26.43,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,200.2,-0.0,0.0,-0.001,0.0,0.0,0.0
5.35,0.00033,-0.00047,0.029,0.00058,0.0,26.43,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.007,0.0,0.0,200.2,0.00013,-6e-05,-0.006,0.00015,0.0,0.0
5.601,0.00038,-0.00038,0.022,0.00053,0.0,26.43,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.003,0.0,0.0,200.2,0.00018,3e-05,0.003,0.00018,0.0,0.0
5.851,0.00043,-0.0004,0.02,0.00059,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,199.98,0.00024,1e-05,0.002,0.00024,0.0,0.0
6.101,0.00043,-0.00036,0.018,0.00056,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,199.98,0.00024,5e-05,0.009,0.00025,0.0,0.0
6.351,0.00045,-0.00037,0.018,0.00058,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.001,0.0,0.0,199.98,0.00026,4e-05,0.004,0.00026,0.0,0.0
6.6,0.00036,-0.00039,0.018,0.00053,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,199.98,0.00017,2e-05,0.001,0.00017,0.0,0.0
6.851,0.00031,-0.00032,0.015,0.00045,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.019,0.0,0.0,193.97,0.00012,9e-05,-0.017,0.00015,0.0,0.0
7.101,0.00035,-0.00055,0.025,0.00065,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.022,0.0,0.0,193.97,0.00016,-0.00014,-0.021,0.00021,0.0,0.0
7.35,0.00033,-0.00061,0.033,0.00069,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.027,0.0,0.0,193.97,0.00013,-0.0002,-0.03,0.00024,0.0,0.0
7.601,0.00027,-0.0005,0.027,0.00057,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03,0.0,0.0,193.97,8e-05,-9e-05,-0.024,0.00012,0.0,0.0
7.851,0.00036,-0.00071,0.039,0.00079,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03,0.0,0.0,193.97,0.00016,-0.0003,-0.03,0.00034,0.0,0.0
8.101,0.00031,-0.00077,0.04,0.00083,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.043,0.0,0.0,202.42,0.00011,-0.00036,-0.042,0.00038,0.0,0.0
8.35,0.00029,-0.00054,0.025,0.00061,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.048,0.0,0.0,202.42,0.0001,-0.00013,-0.048,0.00016,0.0,0.0
8.6,0.0003,-0.00042,0.02,0.00052,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.062,0.0,0.0,202.42,0.00011,-1e-05,-0.061,0.00011,0.0,0.0
8.851,0.00031,-0.00051,0.023,0.0006,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.06,0.0,0.0,202.42,0.00011,-0.0001,-0.06,0.00015,0.0,0.0
9.1,0.00031,-0.00057,0.024,0.00064,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.06,0.0,0.0,202.42,0.00011,-0.00016,-0.06,0.00019,0.0,0.0
9.351,0.00039,-0.00038,0.016,0.00054,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068,0.0,0.0,198.39,0.00019,3e-05,-0.069,0.0002,0.0,0.0
