t,cuvslam_x,cuvslam_y,cuvslam_th_deg,cuvslam_straight,cuvslam_path,cuvslam_hz,wheels_x,wheels_y,wheels_th_deg,wheels_straight,wheels_path,wheels_hz,gyro_x,gyro_y,gyro_th_deg,gyro_straight,gyro_path,gyro_hz,FUSED_x,FUSED_y,FUSED_th_deg,FUSED_straight,FUSED_path,FUSED_hz,roll_deg,pitch_deg,landmarks,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,velL,velR,tick_LF,tick_LR,tick_RF,tick_RR
0.27,-0.0001,0.00016,-0.011,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,0.2397,0.1356,9.719,-0.00186,-0.00027,-0.00033,0.0,0.0,-49191,-26660,48270,40272
0.52,-0.00017,0.00016,-0.014,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,114,0.1688,0.1401,9.7513,-0.00526,-0.00419,0.0022,0.0,0.0,-49191,-26660,48270,40272
0.77,-0.00034,0.00053,-0.052,0.00063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,114,0.141,0.1544,9.7692,-0.00399,0.0004,-0.00053,0.0,0.0,-49191,-26660,48270,40272
1.02,-0.00044,0.00079,-0.08,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,114,0.1688,0.1257,9.7899,-0.0038,0.00153,0.00373,0.0,0.0,-49191,-26660,48270,40272
1.27,-0.00041,0.00081,-0.09,0.00091,0.0,30.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,,,114,0.2541,0.088,9.7351,-0.00306,0.00113,-0.00286,0.0,0.0,-49191,-26660,48270,40272
1.52,-0.00034,0.00075,-0.083,0.00083,0.0,30.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,,,111,0.2173,0.1059,9.7351,-0.00639,-0.00599,0.00593,0.0,0.0,-49191,-26660,48270,40272
1.77,-0.00041,0.00065,-0.075,0.00077,0.0,30.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,,,111,0.2352,0.1149,9.6983,-0.0002,-0.001,-0.00027,0.0,0.0,-49191,-26660,48270,40272
2.02,-0.00045,0.0003,-0.042,0.00054,0.0,30.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,,,111,0.2047,0.1751,9.727,-0.00839,-0.00087,0.00819,0.0,0.0,-49191,-26660,48270,40272
2.27,-0.00043,0.00049,-0.057,0.00065,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,199.99,0.0,0.0,0.0,0.0,0.0,0.0,,,111,0.228,0.1176,9.7549,-0.00633,-0.00107,0.00213,0.0,0.0,-49191,-26660,48270,40272
2.52,-0.00039,0.00052,-0.066,0.00065,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,199.99,0.0,0.0,0.0,0.0,0.0,0.0,,,108,0.1266,0.1876,9.6974,-0.0036,0.00127,-0.0016,0.0,0.0,-49191,-26660,48270,40272
2.77,-0.00031,0.00029,-0.041,0.00043,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,199.99,0.0,0.0,0.0,0.0,0.0,0.0,,,108,0.1993,0.1419,9.7459,-0.0038,-0.0002,0.00186,0.0,0.0,-49191,-26660,48270,40272
3.02,-0.00024,5e-05,-0.015,0.00025,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,199.99,0.0,0.0,0.0,0.0,0.0,0.0,,,108,0.2074,0.1167,9.7208,-0.00186,-0.0024,0.0,0.0,0.0,-49191,-26660,48270,40272
3.27,-0.00026,-5e-05,-0.002,0.00027,0.0,27.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,200.98,0.0,0.0,0.0,0.0,0.0,0.0,,,108,0.2684,0.1347,9.7495,-0.00373,-0.00027,0.00399,0.0,0.0,-49191,-26660,48270,40272
3.52,-0.00026,-7e-05,-0.001,0.00027,0.0,27.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,200.98,0.0,0.0,0.0,0.0,0.0,0.0,,,107,0.1903,0.1024,9.7701,-0.00406,-0.0014,0.00479,0.0,0.0,-49191,-26660,48270,40272
3.77,-0.00036,0.00012,-0.031,0.00038,0.0,27.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,200.98,0.0,0.0,0.0,0.0,0.0,0.0,,,107,0.1966,0.1508,9.7746,-0.00286,-0.00053,-0.00206,0.0,0.0,-49191,-26660,48270,40272
