t,cuvslam_x,cuvslam_y,cuvslam_th_deg,cuvslam_straight,cuvslam_path,cuvslam_hz,wheels_x,wheels_y,wheels_th_deg,wheels_straight,wheels_path,wheels_hz,gyro_x,gyro_y,gyro_th_deg,gyro_straight,gyro_path,gyro_hz,FUSED_x,FUSED_y,FUSED_th_deg,FUSED_straight,FUSED_path,FUSED_hz,roll_deg,pitch_deg,landmarks,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,velL,velR,tick_LF,tick_LR,tick_RF,tick_RR
0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
0.519,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-1,0.2254,0.1365,9.7342,-0.00439,0.00073,0.00393,0.0,0.0,-24089,12681,102048,97385
0.769,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,67,0.2298,0.1059,9.7477,-0.0022,-0.00286,-0.0002,0.0,0.0,-24089,12681,102048,97385
1.019,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,67,0.1401,0.1041,9.7486,-0.00399,-0.00326,0.00386,0.0,0.0,-24089,12681,102048,97385
1.269,-0.0,0.0,-0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,186.98,0.0,0.0,0.0,0.0,0.0,0.0,,,67,0.2361,0.1194,9.7342,-0.00859,0.00146,0.00253,0.0,0.0,-24089,12681,102048,97385
1.519,-0.0,0.0,-0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,186.98,0.0,0.0,0.0,0.0,0.0,0.0,,,67,0.2936,0.1015,9.7252,-0.00127,-0.00186,0.00353,0.0,0.0,-24089,12681,102048,97385
1.769,-0.0,0.0,-0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,186.98,0.0,0.0,0.0,0.0,0.0,0.0,,,66,0.2289,0.1374,9.7773,-0.0036,0.00146,-0.00519,0.0,0.0,-24089,12681,102048,97385
2.019,-0.0,0.0,-0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,186.98,0.0,0.0,0.0,0.0,0.0,0.0,,,66,0.237,0.0952,9.7333,-0.00613,-0.002,-0.00047,0.0,0.0,-24089,12681,102048,97385
2.27,0.0011,-0.00082,0.023,0.00137,0.0,29.99,0.0,0.0,0.0,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,200.91,0.0,0.0,0.0,0.0,0.0,0.0,,,66,0.1858,0.1293,9.7558,7e-05,0.00186,0.00013,0.0,0.0,-24089,12681,102048,97385
2.519,0.0011,-0.00082,0.023,0.00137,0.0,29.99,0.0,0.0,0.0,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,200.91,0.0,0.0,0.0,0.0,0.0,0.0,,,66,0.2137,0.1472,9.7055,-0.00306,-0.0024,0.00326,0.0,0.0,-24089,12681,102048,97385
2.769,0.0011,-0.00082,0.023,0.00137,0.0,29.99,0.0,0.0,0.0,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,200.91,0.0,0.0,0.0,0.0,0.0,0.0,,,62,0.2442,0.0988,9.7504,-0.00799,-0.00213,0.00333,0.0,0.0,-24089,12681,102048,97385
3.019,0.0011,-0.00082,0.023,0.00137,0.0,29.99,0.0,0.0,0.0,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,200.91,0.0,0.0,0.0,0.0,0.0,0.0,,,62,0.2056,0.1158,9.7746,-0.00346,-0.00173,0.0026,0.0,0.0,-24089,12681,102048,97385
3.269,0.0011,-0.00082,0.023,0.00137,0.0,29.99,0.0,0.0,0.0,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,200.91,0.0,0.0,0.0,0.0,0.0,0.0,,,62,0.1903,0.0646,9.8007,-0.0026,0.00153,-0.0016,0.0,0.0,-24089,12681,102048,97385
3.519,0.0011,-0.00082,0.024,0.00137,0.0,30.42,0.0,0.0,0.0,0.0,0.0,19.21,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,62,0.272,0.0862,9.7351,-0.00446,0.0002,0.00519,0.0,0.0,-24089,12681,102048,97385
3.769,0.0011,-0.00082,0.024,0.00137,0.0,30.42,0.0,0.0,0.0,0.0,0.0,19.21,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,62,0.2469,0.1284,9.7279,-0.00626,-0.00067,0.0024,0.0,0.0,-24089,12681,102048,97385
4.019,0.00162,-0.00096,0.023,0.00188,0.0,30.42,0.0,0.0,0.0,0.0,0.0,19.21,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,62,0.1912,0.1598,9.7208,-0.0018,0.00093,-0.00306,0.0,0.0,-24089,12681,102048,97385
4.269,0.00171,-0.001,0.023,0.00198,0.0,30.42,0.0,0.0,0.0,0.0,0.0,19.21,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,62,0.2173,0.0979,9.7252,-0.00792,0.00093,0.00093,0.0,0.0,-24089,12681,102048,97385
4.519,0.00271,-0.00126,0.02,0.00299,0.0,30.42,0.0,0.0,0.0,0.0,0.0,19.21,0.0,0.0,0.0,0.0,0.0,200.93,0.0,0.0,0.0,0.0,0.0,0.0,,,62,0.2227,0.105,9.7486,-0.00633,-0.00113,0.00453,0.0,0.0,-24089,12681,102048,97385
4.77,0.00285,-0.00129,0.02,0.00313,0.0,29.58,0.0,0.0,0.0,0.0,0.0,17.59,0.0,0.0,0.0,0.0,0.0,199.88,0.0,0.0,0.0,0.0,0.0,0.0,,,62,0.2128,0.1185,9.7656,0.00027,0.00326,0.0014,0.0,0.0,-24089,12681,102048,97385
