t,cuvslam_x,cuvslam_y,cuvslam_th_deg,cuvslam_straight,cuvslam_path,cuvslam_hz,wheels_x,wheels_y,wheels_th_deg,wheels_straight,wheels_path,wheels_hz,gyro_x,gyro_y,gyro_th_deg,gyro_straight,gyro_path,gyro_hz
3.09,-8e-05,-0.00121,0.06,0.00122,0.0,27.23,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,202.64
3.34,-0.00016,-0.0013,0.066,0.00131,0.0,27.23,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,202.64
3.59,-5e-05,-0.00129,0.068,0.00129,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199.99
3.841,3e-05,-0.00141,0.076,0.00141,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199.99
4.09,0.00011,-0.00135,0.072,0.00135,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199.99
4.341,-0.00015,-0.00134,0.07,0.00134,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199.99
4.59,-6e-05,-0.00129,0.066,0.00129,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199.99
4.84,-0.00021,-0.00141,0.07,0.00142,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,198.37
5.09,-0.00012,-0.00171,0.087,0.00171,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.001,0.0,0.0,198.37
5.34,-8e-05,-0.0018,0.09,0.0018,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.003,0.0,0.0,198.37
5.59,-1e-05,-0.00181,0.09,0.00181,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.014,0.0,0.0,198.37
5.84,-1e-05,-0.00193,0.1,0.00193,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.018,0.0,0.0,198.37
6.09,2e-05,-0.00191,0.097,0.00191,0.0,29.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.022,0.0,0.0,202.42
6.341,-0.00011,-0.00201,0.109,0.00201,0.0,29.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.025,0.0,0.0,202.42
6.59,5e-05,-0.00185,0.101,0.00185,0.0,29.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.031,0.0,0.0,202.42
6.841,3e-05,-0.00188,0.098,0.00188,0.0,29.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.047,0.0,0.0,202.42
7.09,0.00012,-0.00192,0.099,0.00192,0.0,29.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.039,0.0,0.0,202.42
7.34,8e-05,-0.00203,0.107,0.00204,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.052,0.0,0.0,198.37
7.59,0.00011,-0.00224,0.119,0.00224,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.057,0.0,0.0,198.37
7.84,0.00014,-0.00273,0.144,0.00274,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.06,0.0,0.0,198.37
8.09,0.0001,-0.00276,0.146,0.00276,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.056,0.0,0.0,198.37
8.34,0.0,-0.00289,0.15,0.00289,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.051,0.0,0.0,199.92
8.59,2e-05,-0.00253,0.131,0.00253,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.056,0.0,0.0,199.92
8.841,-5e-05,-0.00241,0.119,0.00241,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.059,0.0,0.0,199.92
9.09,-0.00015,-0.00246,0.119,0.00247,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.054,0.0,0.0,199.92
9.341,-0.00031,-0.00247,0.119,0.00249,0.0,29.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.058,0.0,0.0,199.86
9.59,-0.00028,-0.00245,0.117,0.00247,0.0,29.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05,0.0,0.0,199.86
9.84,-0.00033,-0.00244,0.116,0.00247,0.0,29.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.046,0.0,0.0,199.86
10.09,-0.00032,-0.00257,0.129,0.00259,0.0,29.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.041,0.0,0.0,199.86
10.341,-0.00024,-0.00242,0.121,0.00243,0.0,27.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.044,0.0,0.0,198.95
10.59,-0.00039,-0.00249,0.127,0.00252,0.0,27.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.045,0.0,0.0,198.95
10.84,-0.00027,-0.00242,0.125,0.00244,0.0,27.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.041,0.0,0.0,198.95
11.09,-0.0003,-0.00259,0.132,0.00261,0.0,27.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.038,0.0,0.0,198.95
11.34,-0.00034,-0.00276,0.139,0.00278,0.0,27.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.035,0.0,0.0,198.95
11.59,-0.00046,-0.00276,0.143,0.0028,0.0,28.84,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.036,0.0,0.0,201.85
11.841,-0.00072,-0.00319,0.167,0.00327,0.0,28.84,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.051,0.0,0.0,201.85
12.09,-0.00047,-0.00333,0.176,0.00337,0.0,28.84,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.053,0.0,0.0,201.85
12.341,-0.00058,-0.00335,0.172,0.0034,0.0,28.84,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.055,0.0,0.0,201.85
12.59,-0.0008,-0.00375,0.191,0.00384,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.054,0.0,0.0,199.99
12.841,-0.0007,-0.00376,0.193,0.00382,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.056,0.0,0.0,199.99
13.09,-0.00072,-0.00376,0.192,0.00382,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.052,0.0,0.0,199.99
13.341,-0.00075,-0.00385,0.197,0.00392,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05,0.0,0.0,199.99
13.59,-0.00061,-0.00366,0.186,0.00371,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.041,0.0,0.0,199.99
13.84,-0.00046,-0.00377,0.198,0.0038,0.0,29.59,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.029,0.0,0.0,199.9
14.09,-0.00027,-0.00359,0.195,0.0036,0.0,29.59,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.013,0.0,0.0,199.9
14.341,-0.00036,-0.00356,0.186,0.00358,0.0,29.59,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.021,0.0,0.0,199.9
14.59,-0.00024,-0.00375,0.192,0.00376,0.0,29.59,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.019,0.0,0.0,199.9
14.84,-0.00022,-0.00383,0.2,0.00384,0.0,29.59,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.011,0.0,0.0,199.9
15.09,-0.00017,-0.00401,0.204,0.00401,0.0,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.023,0.0,0.0,200.89
15.341,-0.0002,-0.00396,0.205,0.00397,0.0,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.02,0.0,0.0,200.89
15.59,-0.00016,-0.00394,0.205,0.00394,0.0,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.012,0.0,0.0,200.89
15.84,-0.00012,-0.00391,0.198,0.00391,0.0,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.023,0.0,0.0,200.89
16.09,4e-05,-0.00398,0.202,0.00398,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.037,0.0,0.0,200.95
16.341,9e-05,-0.00355,0.177,0.00356,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.058,0.0,0.0,200.95
16.59,0.00024,-0.00326,0.171,0.00327,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.06,0.0,0.0,200.95
16.84,0.00022,-0.00298,0.151,0.00298,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.064,0.0,0.0,200.95
17.09,0.00026,-0.00296,0.143,0.00297,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.069,0.0,0.0,200.95
17.34,8e-05,-0.00295,0.143,0.00296,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.061,0.0,0.0,198.42
17.59,-5e-05,-0.00268,0.125,0.00268,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.057,0.0,0.0,198.42
17.84,1e-05,-0.00269,0.124,0.00269,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.057,0.0,0.0,198.42
18.09,-0.00023,-0.00287,0.133,0.00288,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.064,0.0,0.0,198.42
18.34,-0.00012,-0.003,0.133,0.00301,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.057,0.0,0.0,200.98
18.59,-0.00012,-0.003,0.133,0.00301,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05,0.0,0.0,200.98
18.84,-0.00012,-0.003,0.133,0.00301,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.045,0.0,0.0,200.98
19.091,-0.00012,-0.003,0.133,0.00301,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.034,0.0,0.0,200.98
19.341,-0.00012,-0.003,0.133,0.00301,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.033,0.0,0.0,200.91
19.59,-0.00012,-0.003,0.133,0.00301,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.017,0.0,0.0,200.91
19.841,-0.00012,-0.003,0.133,0.00301,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.028,0.0,0.0,200.91
20.09,-0.00012,-0.003,0.133,0.00301,0.0,28.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.029,0.0,0.0,200.91
20.341,-0.00012,-0.003,0.133,0.00301,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.034,0.0,0.0,198.85
20.59,-0.00012,-0.003,0.133,0.00301,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.032,0.0,0.0,198.85
20.84,-0.00034,-0.00272,0.117,0.00274,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.013,0.0,0.0,198.85
21.09,-0.00038,-0.00273,0.117,0.00276,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.017,0.0,0.0,198.85
21.34,-0.00041,-0.00275,0.118,0.00278,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.021,0.0,0.0,198.85
21.59,-0.00048,-0.00275,0.117,0.0028,0.0,30.44,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.023,0.0,0.0,202.64
21.84,-0.00055,-0.00277,0.116,0.00282,0.0,30.44,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.017,0.0,0.0,202.64
22.09,-0.00061,-0.00268,0.108,0.00275,0.0,30.44,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.015,0.0,0.0,202.64
22.34,-0.00077,-0.00305,0.13,0.00315,0.0,30.44,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.014,0.0,0.0,202.64
22.59,-0.00089,-0.00313,0.132,0.00325,0.0,30.44,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.005,0.0,0.0,202.64
22.841,-0.00102,-0.00295,0.119,0.00312,0.0,28.77,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.003,0.0,0.0,198.17
23.09,-0.00112,-0.00287,0.111,0.00308,0.0,28.77,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.018,0.0,0.0,198.17
23.34,-0.00104,-0.00283,0.108,0.00301,0.0,28.77,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.015,0.0,0.0,198.17
23.59,-0.00104,-0.00294,0.113,0.00312,0.0,28.77,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.011,0.0,0.0,198.17
23.842,-0.00115,-0.00305,0.117,0.00326,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016,0.0,0.0,199.86
24.09,-0.0012,-0.00313,0.12,0.00335,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.021,0.0,0.0,199.86
24.34,-0.00134,-0.0031,0.121,0.00338,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,199.86
24.59,-0.00148,-0.00302,0.116,0.00336,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.027,0.0,0.0,199.86
24.84,-0.00159,-0.00285,0.105,0.00326,0.0,27.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.027,0.0,0.0,199.86
25.09,-0.00156,-0.00283,0.104,0.00324,0.0,29.65,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.032,0.0,0.0,202.72
25.34,-0.0016,-0.00285,0.106,0.00327,0.0,29.65,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.021,0.0,0.0,202.72
25.59,-0.00159,-0.00309,0.116,0.00347,0.0,29.65,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.023,0.0,0.0,202.72
25.84,-0.00153,-0.00313,0.115,0.00349,0.0,29.65,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.028,0.0,0.0,202.72
26.09,-0.00166,-0.00321,0.122,0.00362,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.025,0.0,0.0,198.99
26.341,-0.00166,-0.00324,0.123,0.00364,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029,0.0,0.0,198.99
26.59,-0.00167,-0.00331,0.129,0.00371,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015,0.0,0.0,198.99
26.841,-0.00167,-0.00331,0.127,0.00371,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018,0.0,0.0,198.99
27.09,-0.00185,-0.00336,0.127,0.00384,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008,0.0,0.0,198.99
27.341,-0.002,-0.00329,0.127,0.00385,0.0,28.78,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.007,0.0,0.0,198.26
27.59,-0.00204,-0.00326,0.127,0.00385,0.0,28.78,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.007,0.0,0.0,198.26
27.84,-0.00211,-0.00331,0.13,0.00392,0.0,28.78,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.017,0.0,0.0,198.26
28.09,-0.00212,-0.00317,0.125,0.00381,0.0,28.78,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.023,0.0,0.0,198.26
28.34,-0.00217,-0.00309,0.122,0.00378,0.0,28.78,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.031,0.0,0.0,198.26
28.59,-0.00236,-0.00311,0.122,0.00391,0.0,30.42,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.023,0.0,0.0,201.76
28.842,-0.0023,-0.00307,0.12,0.00383,0.0,30.42,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.033,0.0,0.0,201.76
29.09,-0.00237,-0.00309,0.118,0.0039,0.0,30.42,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.011,0.0,0.0,201.76
29.341,-0.00247,-0.00309,0.12,0.00395,0.0,30.42,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.016,0.0,0.0,201.76
29.59,-0.00233,-0.00307,0.12,0.00385,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.014,0.0,0.0,200.99
29.84,-0.00239,-0.00312,0.123,0.00393,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.019,0.0,0.0,200.99
30.09,-0.00255,-0.00346,0.135,0.0043,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.009,0.0,0.0,200.99
30.341,-0.00249,-0.00341,0.135,0.00422,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.009,0.0,0.0,200.99
30.59,-0.00253,-0.00328,0.126,0.00414,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.015,0.0,0.0,200.99
30.84,-0.00252,-0.00336,0.129,0.0042,0.0,27.99,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.014,0.0,0.0,198.35
31.09,-0.00255,-0.00374,0.151,0.00453,0.0,27.99,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.015,0.0,0.0,198.35
31.34,-0.00252,-0.00363,0.146,0.00442,0.0,27.99,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.008,0.0,0.0,198.35
31.59,-0.00251,-0.00374,0.153,0.0045,0.0,27.99,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.015,0.0,0.0,198.35
31.84,-0.00244,-0.00366,0.151,0.00439,0.0,27.99,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.009,0.0,0.0,198.35
32.09,-0.0024,-0.00376,0.16,0.00446,0.0,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.016,0.0,0.0,200.86
32.341,-0.00249,-0.00377,0.16,0.00452,0.0,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.01,0.0,0.0,200.86
32.59,-0.00266,-0.00396,0.172,0.00477,0.0,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.014,0.0,0.0,200.86
32.841,-0.00266,-0.00402,0.176,0.00482,0.0,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.014,0.0,0.0,200.86
33.09,-0.00266,-0.00393,0.171,0.00475,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012,0.0,0.0,199.99
33.341,-0.0027,-0.00402,0.172,0.00484,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,199.99
33.59,-0.0028,-0.0043,0.188,0.00513,0.00505,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.028,0.0,0.0,199.99
33.84,-0.00293,-0.00412,0.181,0.00505,0.00505,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.054,0.0,0.0,199.99
34.09,-0.003,-0.00387,0.162,0.00489,0.00505,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.056,0.0,0.0,199.99
34.34,-0.00313,-0.0039,0.157,0.005,0.00505,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.05,0.0,0.0,199.19
34.59,-0.00316,-0.00407,0.165,0.00515,0.00505,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.06,0.0,0.0,199.19
34.84,-0.00316,-0.0041,0.165,0.00518,0.00505,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.077,0.0,0.0,199.19
35.09,-0.00324,-0.00399,0.156,0.00514,0.00505,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.083,0.0,0.0,199.19
35.342,-0.00325,-0.004,0.162,0.00516,0.00505,28.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.084,0.0,0.0,200.55
35.59,-0.00342,-0.00386,0.154,0.00516,0.00505,28.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.091,0.0,0.0,200.55
35.841,-0.00344,-0.00393,0.154,0.00522,0.00505,28.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.088,0.0,0.0,200.55
36.09,-0.00343,-0.00391,0.157,0.0052,0.00505,28.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.0,0.0,200.55
36.341,-0.00342,-0.00389,0.154,0.00518,0.00505,28.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.094,0.0,0.0,200.55
36.591,-0.00335,-0.00404,0.16,0.00525,0.00505,28.83,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.09,0.0,0.0,201.0
36.841,-0.00342,-0.00415,0.164,0.00538,0.00505,28.83,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.09,0.0,0.0,201.0
37.09,-0.00227,-0.004,0.143,0.0046,0.00505,28.83,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.077,0.0,0.0,201.0
37.342,-0.00018,-0.00407,0.101,0.00407,0.00505,28.83,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.003,0.0,0.0,201.0
37.59,0.00734,-0.00434,0.065,0.00853,0.01091,28.83,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.011,0.0,0.0,201.0
37.84,0.01845,-0.00402,0.069,0.01888,0.02252,28.02,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.006,0.0,0.0,199.35
38.09,0.03662,-0.00545,0.08,0.03702,0.04198,28.02,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.045,0.0,0.0,199.35
38.341,0.05592,-0.00568,-0.026,0.05621,0.06389,28.02,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.153,0.0,0.0,199.35
38.59,0.0802,-0.00631,-0.135,0.08045,0.08499,28.02,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.245,0.0,0.0,199.35
38.84,0.10378,-0.00684,-0.211,0.104,0.11177,26.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.292,0.0,0.0,198.94
39.09,0.13213,-0.00801,-0.14,0.13237,0.14015,26.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.222,0.0,0.0,198.94
39.341,0.15648,-0.00878,-0.116,0.15673,0.16109,26.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.175,0.0,0.0,198.94
39.59,0.18367,-0.00982,0.039,0.18394,0.19174,26.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.059,0.0,0.0,198.94
39.84,0.20769,-0.01034,0.102,0.20794,0.21215,26.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.0,0.0,198.94
40.09,0.23834,-0.0111,0.274,0.2386,0.24247,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.158,0.0,0.0,202.46
40.341,0.26595,-0.01211,0.413,0.26623,0.27408,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.313,0.0,0.0,202.46
40.59,0.29884,-0.01246,0.38,0.29909,0.30697,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.256,0.0,0.0,202.46
40.84,0.32777,-0.0134,0.272,0.32804,0.33195,29.61,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.139,0.0,0.0,202.46
41.09,0.36159,-0.01443,0.058,0.36187,0.36979,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.049,0.0,0.0,200.0
41.341,0.38746,-0.01557,-0.031,0.38777,0.39569,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.224,0.0,0.0,200.0
41.59,0.42444,-0.0168,-0.275,0.42477,0.42843,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.438,0.0,0.0,200.0
41.841,0.45882,-0.01769,-0.542,0.45917,0.46711,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.573,0.0,0.0,200.0
42.09,0.49899,-0.0193,-0.51,0.49937,0.50731,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.601,0.0,0.0,200.0
