t,cuvslam_x,cuvslam_y,cuvslam_th_deg,cuvslam_straight,cuvslam_path,cuvslam_hz,wheels_x,wheels_y,wheels_th_deg,wheels_straight,wheels_path,wheels_hz,gyro_x,gyro_y,gyro_th_deg,gyro_straight,gyro_path,gyro_hz,FUSED_x,FUSED_y,FUSED_th_deg,FUSED_straight,FUSED_path,FUSED_hz
4.051,-0.00012,-0.00037,0.019,0.00038,0.0,17.59,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,194.27,0.0,0.0,0.0,0.0,0.0,0.0
4.301,-0.00015,-0.00068,0.037,0.00069,0.0,17.59,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,194.27,0.0,0.0,0.0,0.0,0.0,0.0
4.551,1e-05,-0.00084,0.047,0.00084,0.0,17.59,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,194.27,0.0,0.0,0.0,0.0,0.0,0.0
4.801,-9e-05,-0.00056,0.031,0.00057,0.0,17.59,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,194.27,0.0,0.0,0.0,0.0,0.0,0.0
5.051,-0.00028,-0.00081,0.042,0.00085,0.0,27.22,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.002,0.0,0.0,200.17,0.0,2e-05,0.002,2e-05,0.0,1.6
5.301,-0.00025,-0.00055,0.032,0.0006,0.0,27.22,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.004,0.0,0.0,200.17,4e-05,0.00027,-0.003,0.00027,0.0,1.6
5.551,-0.00028,-0.00062,0.038,0.00068,0.0,27.22,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.002,0.0,0.0,200.17,1e-05,0.0002,-0.001,0.0002,0.0,1.6
5.801,-0.00056,-0.00068,0.041,0.00088,0.0,27.22,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.003,0.0,0.0,200.17,-0.00028,0.00015,0.001,0.00031,0.0,1.6
6.051,-0.0003,-0.00088,0.053,0.00093,0.0,27.22,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.013,0.0,0.0,200.17,-1e-05,-6e-05,-0.011,6e-05,0.0,1.6
6.302,-0.00017,-0.00071,0.045,0.00073,0.0,27.19,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.018,0.0,0.0,199.94,0.00012,0.00011,-0.014,0.00016,0.0,27.19
6.551,-0.00035,-0.00057,0.032,0.00067,0.0,27.19,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.016,0.0,0.0,199.94,-6e-05,0.00025,-0.018,0.00026,0.0,27.19
6.801,-0.00031,-0.00057,0.032,0.00065,0.0,27.19,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.008,0.0,0.0,199.94,-2e-05,0.00025,-0.01,0.00025,0.0,27.19
7.051,-0.00031,-0.00024,0.01,0.00039,0.0,27.19,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.012,0.0,0.0,199.94,-2e-05,0.00058,-0.012,0.00059,0.0,27.19
7.302,-0.00037,-0.00034,0.008,0.0005,0.0,27.19,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-0.015,0.0,0.0,199.94,-8e-05,0.00048,-0.019,0.00049,0.0,27.19
7.551,-0.0002,-0.00019,0.001,0.00027,0.0,27.21,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,-0.009,0.0,0.0,200.86,9e-05,0.00063,-0.009,0.00064,0.0,27.21
7.801,-0.0001,-0.00052,0.015,0.00053,0.0,27.21,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,200.86,0.00019,0.0003,-0.006,0.00036,0.0,27.21
8.052,-0.00011,-0.00064,0.025,0.00065,0.0,27.21,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.005,0.0,0.0,200.86,0.00018,0.00018,0.005,0.00025,0.0,27.21
8.301,-4e-05,-0.0007,0.025,0.0007,0.0,27.21,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.016,0.0,0.0,200.86,0.00024,0.00012,0.019,0.00027,0.0,27.21
8.551,-5e-05,-0.00088,0.028,0.00089,0.0,27.21,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.015,0.0,0.0,200.86,0.00023,-6e-05,0.014,0.00024,0.0,27.21
8.801,-6e-05,-0.00108,0.038,0.00108,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.026,0.0,0.0,200.77,0.00023,-0.00026,0.031,0.00034,0.0,28.8
9.051,-7e-05,-0.00104,0.04,0.00105,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.036,0.0,0.0,200.77,0.00021,-0.00022,0.036,0.00031,0.0,28.8
9.302,-7e-05,-0.00104,0.04,0.00105,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.035,0.0,0.0,200.77,0.00021,-0.00022,0.04,0.00031,0.0,28.8
